Provider ID,Hospital Name,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison
390028,UPMC MERCY,15219,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,3,2,2
390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,17901,SCHUYLKILL,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,2,3,2
390032,ALLEGHENY VALLEY HOSPITAL,15065,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,1,2,3,1
390035,ST LUKE'S QUAKERTOWN HOSPITAL,18951,BUCKS,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,2,3,2
390036,HERITAGE VALLEY BEAVER,15009,BEAVER,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,2,3,2,2
390037,HERITAGE VALLEY SEWICKLEY,15143,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,3,3,2,2
390039,SOMERSET HOSPITAL,15501,SOMERSET,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,1,2,3,2
390041,UNIONTOWN HOSPITAL,15401,FAYETTE,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,3,1,3,2,2
390042,"WASHINGTON HOSPITAL, THE",15301,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,1,3,2,3,2
390043,SOLDIERS AND SAILORS MEMORIAL HOSPITAL,16901,TIOGA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,1
390044,READING HOSPITAL,19603,BERKS,Acute Care Hospitals,Voluntary non-profit - Other,1,3,3,1,3,2,3,1,2
390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,17701,LYCOMING,Acute Care Hospitals,Voluntary non-profit - Other,1,4,1,3,3,3,3,2,2
390046,YORK HOSPITAL,17403,YORK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,3,3,2,1,2,2
390048,GEISINGER-LEWISTOWN HOSPITAL,17044,MIFFLIN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,1,1,1,2,2
390049,ST LUKE'S HOSPITAL BETHLEHEM,18015,NORTHAMPTON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,3,2,3,1,3
390050,ALLEGHENY GENERAL HOSPITAL,15212,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2,1,1,1,2,2,2
390052,CLEARFIELD HOSPITAL,16830,CLEARFIELD,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,1,2,2,1
390056,J C BLAIR MEMORIAL HOSPITAL,16652,HUNTINGDON,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,2,2,3,2,3,2
390057,GRAND VIEW HOSPITAL,18960,BUCKS,Acute Care Hospitals,Voluntary non-profit - Other,1,4,3,1,3,3,3,2,2
390058,CARLISLE REGIONAL MEDICAL CENTER,17015,CUMBERLAND,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,3,2,2
390061,LANCASTER REGIONAL MEDICAL CENTER,17604,LANCASTER,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,3,1,2
390063,UPMC HAMOT,16550,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,1,3,2,2
390065,GETTYSBURG HOSPITAL,17325,ADAMS,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,3,2,2,2,1
390066,GOOD SAMARITAN HOSPITAL,17042,LEBANON,Acute Care Hospitals,Voluntary non-profit - Other,1,2,1,1,3,2,2,1,1
390067,PINNACLE HEALTH HOSPITALS,17105,DAUPHIN,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,3,3,3,1,2
390070,LOWER BUCKS HOSPITAL,19007,BUCKS,Acute Care Hospitals,Proprietary,1,3,2,3,1,1,3,3,2
390073,UPMC ALTOONA,16601,BLAIR,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,2,3,1,2,2,2
390076,BRANDYWINE HOSPITAL,19320,CHESTER,Acute Care Hospitals,Proprietary,1,3,2,3,1,1,2,1,2
390079,ROBERT PACKER HOSPITAL,18840,BRADFORD,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,1,2,2,2,2
390080,JEANES HOSPITAL,19111,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,1,2,2,2
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,19026,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,1,2,1,1
390086,PENN HIGHLANDS DUBOIS,15801,CLEARFIELD,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,3,1,1,3,2,2
390091,UPMC NORTHWEST,16346,VENANGO,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,2,1,2,3,2
390093,CLARION HOSPITAL,16214,CLARION,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,2,1,1,3,1
390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,19046,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,3,1,2,2,2,2
390100,LANCASTER GENERAL HOSPITAL,17604,LANCASTER,Acute Care Hospitals,Voluntary non-profit - Other,1,4,3,1,3,2,3,2,2
390101,MEMORIAL HOSPITAL,17403,YORK,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,3,1,1
390102,UPMC ST MARGARET,15215,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,3,2,3,2,2
390107,UPMC PASSAVANT,15237,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,2,2,2
390110,MEMORIAL MEDICAL CENTER,15905,CAMBRIA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,1,2,2,2
390111,HOSPITAL OF UNIV OF PENNSYLVANIA,19104,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,3,3,1,2
390113,MEADVILLE MEDICAL CENTER,16335,CRAWFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,2,1,3,2,2,3
390115,ARIA HEALTH,19114,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,3,1,3
390117,UPMC BEDFORD MEMORIAL,15537,BEDFORD,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,2,3,2
390118,BRADFORD REGIONAL MEDICAL CENTER,16701,MCKEAN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,1,2,3,2
390119,MOSES TAYLOR HOSPITAL,18510,LACKAWANNA,Acute Care Hospitals,Proprietary,1,1,1,1,2,1,3,2,1
390123,POTTSTOWN MEMORIAL MEDICAL CENTER,19464,MONTGOMERY,Acute Care Hospitals,Proprietary,1,1,1,3,1,1,2,2,2
390125,WAYNE MEMORIAL HOSPITAL,18431,WAYNE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,3,1,2,2,1,1
390127,PHOENIXVILLE HOSPITAL,19460,CHESTER,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,3,1,2
390133,LEHIGH VALLEY HOSPITAL,18105,LEHIGH,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,3,1,2
390137,WILKES-BARRE GENERAL HOSPITAL,18764,LUZERNE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,2,2,1,3,1,1
390138,WAYNESBORO HOSPITAL,17268,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,2,2,3,3,2,2
390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,19010,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,3,3,3,1,2
390142,ALBERT EINSTEIN MEDICAL CENTER,19141,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,2,1,1,2,1,2
390145,EXCELA HEALTH WESTMORELAND HOSPITAL,15601,WESTMORELAND,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,2,3,2,2,2
390146,WARREN GENERAL HOSPITAL,16365,WARREN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,2,2,2
390147,MONONGAHELA VALLEY HOSPITAL,15063,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,1,3,3,2,1
390151,CHAMBERSBURG HOSPITAL,17201,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,1,2,2,2,2
390153,MAIN LINE HOSPITAL PAOLI,19301,CHESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,5,3,3,3,3,3,2,2
390156,MERCY FITZGERALD HOSPITAL,19023,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,3,1,2
390157,OHIO VALLEY GENERAL HOSPITAL,15136,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,1,1,3,2
390160,CANONSBURG GENERAL HOSPITAL,15317,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,1,2,3,1
390162,EASTON HOSPITAL,18042,NORTHAMPTON,Acute Care Hospitals,Proprietary,1,2,3,1,2,2,3,2,2
390163,ACMH HOSPITAL,16201,ARMSTRONG,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,1,2,3,2
390164,UPMC PRESBYTERIAN SHADYSIDE,15213,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,2,3,2,2
390168,BUTLER MEMORIAL HOSPITAL,16001,BUTLER,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,2,3,2
390173,INDIANA REGIONAL MEDICAL CENTER,15701,INDIANA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,1,2,1
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,19107,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,3,3,1,1
390178,UPMC HORIZON,16125,MERCER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,3,2,2
390179,CHESTER COUNTY HOSPITAL,19380,CHESTER,Acute Care Hospitals,Voluntary non-profit - Private,1,5,3,3,3,3,3,1,3
390180,CROZER CHESTER MEDICAL CENTER,19013,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,2,1,2,1,2
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,18218,SCHUYLKILL,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,2,2,2
390184,HIGHLANDS HOSPITAL,15425,FAYETTE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,1,2,3,1
390185,LEHIGH VALLEY HOSPITAL - HAZLETON,18201,LUZERNE,Acute Care Hospitals,Government - Local,1,4,3,3,2,1,3,2,2
390194,GNADEN HUETTEN MEMORIAL HOSPITAL,18235,CARBON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,2,1,2,2,2
390195,MAIN LINE HOSPITAL LANKENAU,19096,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,1,3,3,3,1,2
390199,PUNXSUTAWNEY AREA HOSPITAL,15767,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,2,3,2
390201,POCONO MEDICAL CENTER,18301,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,1,2,2,1,2
390203,DOYLESTOWN HOSPITAL,18901,BUCKS,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,3,3,1,2
390204,NAZARETH HOSPITAL,19152,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,1,3,1,2
390211,SHARON REGIONAL HEALTH SYSTEM,16146,MERCER,Acute Care Hospitals,Proprietary,1,2,3,3,1,1,2,2,1
390217,EXCELA HEALTH FRICK HOSPITAL,15666,WESTMORELAND,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,2,2,2
390219,EXCELA HEALTH LATROBE HOSPITAL,15650,WESTMORELAND,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,1,2,2,3,2
390220,JENNERSVILLE REGIONAL HOSPITAL,19390,CHESTER,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,3,2,1,2,1,2
390222,RIDDLE MEMORIAL HOSPITAL,19063,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,1,3,3,2,1,2
390223,PENN PRESBYTERIAN MEDICAL CENTER,19104,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Other,1,4,3,3,2,2,3,1,2
390225,EPHRATA COMMUNITY HOSPITAL,17522,LANCASTER,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,3,1,3,1,1
390226,PENNSYLVANIA HOSPITAL,19107,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,1,2,3,1,2
390228,ST CLAIR HOSPITAL,15243,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,3,2
390231,ABINGTON MEMORIAL HOSPITAL,19001,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,2,3,1,3
390233,HANOVER HOSPITAL,17331,YORK,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,2,1,2
390236,GUTHRIE TOWANDA MEMORIAL HOSPITAL,18848,BRADFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,3,2
390237,REGIONAL HOSPITAL OF SCRANTON,18501,LACKAWANNA,Acute Care Hospitals,Voluntary non-profit - Church,0,2,2,2,1,1,3,1,2
390256,MILTON S HERSHEY MEDICAL CENTER,17033,DAUPHIN,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,1,2,3,1,2
390258,ST MARY MEDICAL CENTER,19047,BUCKS,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,1,3,3,1,2
390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,18017,LEHIGH,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,1,2,3,1,2
390265,JEFFERSON HOSPITAL,15025,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,2,2,2,2
390266,GROVE CITY MEDICAL CENTER,16127,MERCER,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,3,2
390268,MOUNT NITTANY MEDICAL CENTER,16803,CENTRE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,3,1,2,2
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,18711,LUZERNE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,2,1,3
390290,HAHNEMANN UNIVERSITY HOSPITAL,19102,PHILADELPHIA,Acute Care Hospitals,Proprietary,1,2,2,1,1,1,3,1,2
390304,ROXBOROUGH MEMORIAL HOSPITAL,19128,PHILADELPHIA,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,3,3,2
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,18045,NORTHAMPTON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,3,3,2,2,3
390328,UPMC EAST,15146,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,2,2,2,2
390329,EINSTEIN MEDICAL CENTER MONTGOMERY,19403,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,2,2,2,2
391313,CHARLES COLE MEMORIAL HOSPITAL,16915,POTTER,Critical Access Hospitals,Voluntary non-profit - Other,1,3,2,2,2,3,2,2,2
410001,MEMORIAL HOSPITAL OF RHODE ISLAND,2860,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,2,1,2
410005,OUR LADY OF FATIMA HOSPITAL,2904,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,1,2,1,2
410006,NEWPORT HOSPITAL,2840,NEWPORT,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,1,3,3,2,2,2
410007,RHODE ISLAND HOSPITAL,2903,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,1,2,1,3
410008,SOUTH COUNTY HOSPITAL INC,2879,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,5,2,3,3,3,2,2,2
410009,KENT COUNTY MEMORIAL HOSPITAL,2886,KENT,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,1,1,2
410012,MIRIAM HOSPITAL,2906,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,1,3,2,1,3
410013,WESTERLY HOSPITAL,2891,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
420002,PIEDMONT MEDICAL CENTER,29730,YORK,Acute Care Hospitals,Proprietary,1,1,1,2,1,1,3,1,3
420004,MUSC MEDICAL CENTER,29425,CHARLESTON,Acute Care Hospitals,Government - State,1,2,2,1,1,3,2,2,2
420007,SPARTANBURG MEDICAL CENTER,29303,SPARTANBURG,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,1,3,3,3,1,3
420009,GHS OCONEE MEMORIAL  HOSPITAL,29672,OCONEE,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,1,3,2,2,2,2
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,29550,DARLINGTON,Acute Care Hospitals,Proprietary,1,2,2,1,1,1,2,3,2
420015,BAPTIST EASLEY HOSPITAL,29641,PICKENS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,3,2,2
420018,PALMETTO HEALTH RICHLAND,29203,RICHLAND,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,3,2,1,3
420020,GEORGETOWN MEMORIAL HOSPITAL,29440,GEORGETOWN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,1
420023,ST FRANCIS-DOWNTOWN,29601,GREENVILLE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,1,3,3,3,3,2,3
420026,PROVIDENCE HOSPITAL,29204,RICHLAND,Acute Care Hospitals,Proprietary,1,4,2,3,3,3,1,1,3
420027,ANMED HEALTH,29621,ANDERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,2,3,1,1
420030,COLLETON MEDICAL CENTER,29488,COLLETON,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,3,3,2
420033,GHS GREER MEMORIAL HOSPITAL,29650,GREENVILLE,Acute Care Hospitals,Voluntary non-profit - Other,1,5,2,3,3,3,2,2,2
420036,SPRINGS MEMORIAL HOSPITAL,29720,LANCASTER,Acute Care Hospitals,Proprietary,1,2,1,2,1,1,3,3,2
420037,GHS-HILLCREST MEMORIAL HOSPITAL,29681,GREENVILLE,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,2,2,2,2,2
420048,KERSHAWHEALTH,29020,KERSHAW,Acute Care Hospitals,Proprietary,1,4,2,2,3,2,3,2,2
420049,CONWAY MEDICAL CENTER,29526,HORRY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,2,2,2
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,29506,FLORENCE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,3,3,1,3
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,29108,NEWBERRY,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,2,3,2,2,2
420055,CAROLINAS HOSPITAL SYSTEM MARION,29574,MARION,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,3,2,2
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,29414,CHARLESTON,Acute Care Hospitals,Voluntary non-profit - Private,1,5,3,2,3,3,3,2,2
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,29902,BEAUFORT,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,1,2,3,1,3
420068,TRMC OF ORANGEBURG & CALHOUN,29115,ORANGEBURG,Acute Care Hospitals,Government - Local,1,2,2,1,1,1,2,2,2
420069,CLARENDON MEMORIAL HOSPITAL,29102,CLARENDON,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,2,2,2,1,2
420070,PALMETTO HEALTH TUOMEY HOSPITAL,29150,SUMTER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,1,2
420071,SELF REGIONAL HEALTHCARE,29646,GREENWOOD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,3,2,3,2
420072,HAMPTON REGIONAL MEDICAL CENTER,29944,HAMPTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
420073,LEXINGTON MEDICAL CENTER,29169,LEXINGTON,Acute Care Hospitals,Government - Hospital District or Authority,1,3,1,3,3,3,2,1,3
420078,GHS GREENVILLE MEMORIAL HOSPITAL,29605,GREENVILLE,Acute Care Hospitals,Government - State,1,4,1,3,3,2,2,1,2
420079,TRIDENT MEDICAL CENTER,29406,CHARLESTON,Acute Care Hospitals,Proprietary,1,2,1,3,1,1,3,3,2
420080,HILTON HEAD REGIONAL MEDICAL CENTER,29925,BEAUFORT,Acute Care Hospitals,Proprietary,1,2,1,2,1,1,3,1,2
420082,AIKEN REGIONAL MEDICAL CENTER,29801,AIKEN,Acute Care Hospitals,Proprietary,1,2,1,2,1,2,3,2,3
420083,MARY BLACK HEALTH SYSTEM SPARTANBURG,29307,SPARTANBURG,Acute Care Hospitals,Proprietary,1,3,2,1,2,2,3,1,2
420085,GRAND STRAND REGIONAL MEDICAL CENTER,29572,HORRY,Acute Care Hospitals,Proprietary,1,3,3,3,1,1,3,2,3
420086,PALMETTO HEALTH BAPTIST,29220,RICHLAND,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,2,2,1,2
420087,ROPER HOSPITAL,29401,CHARLESTON,Acute Care Hospitals,Proprietary,1,5,2,3,3,3,3,3,2
420089,EAST COOPER MEDICAL CENTER,29464,CHARLESTON,Acute Care Hospitals,Proprietary,1,4,2,2,3,3,2,3,2
420091,CAROLINAS HOSPITAL SYSTEM,29505,FLORENCE,Acute Care Hospitals,Proprietary,1,2,2,1,1,2,3,2,2
420098,WACCAMAW COMMUNITY HOSPITAL,29576,GEORGETOWN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,3,3,3,1
420103,PELHAM MEDICAL CENTER,29651,GREENVILLE,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,2,3,2,2,2
420104,MOUNT PLEASANT HOSPITAL,29466,CHARLESTON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,3,2
420105,MCLEOD LORIS SEACOAST HOSPITAL,29569,HORRY,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,3,2
430005,PRAIRIE LAKES HOSPITAL,57201,CODINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,2,3,2
430008,BROOKINGS HEALTH SYSTEM,57006,BROOKINGS,Acute Care Hospitals,Government - Local,1,4,2,2,2,3,2,3,2
430012,AVERA SACRED HEART HOSPITAL,57078,YANKTON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,3,3,2
430013,AVERA QUEEN OF PEACE,57301,DAVISON,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,2,3,3,2,3,2
430014,AVERA ST LUKES,57401,BROWN,Acute Care Hospitals,Voluntary non-profit - Church,1,5,3,3,3,2,3,3,2
430015,AVERA ST MARY'S HOSPITAL,57501,HUGHES,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,2,3,2
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,57117,MINNEHAHA,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,3,2,3,2
430027,SANFORD USD MEDICAL CENTER,57117,MINNEHAHA,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,1,3,3,2,2,3
430048,SPEARFISH REGIONAL HOSPITAL,57783,LAWRENCE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,2,3,2
430077,RAPID CITY REGIONAL HOSPITAL,57701,PENNINGTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,1,2,2,3
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,57108,MINNEHAHA,Acute Care Hospitals,Proprietary,1,5,3,3,3,3,2,3,2
430097,SANFORD ABERDEEN MEDICAL CENTER,57402,BROWN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,3,2
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,38301,MADISON,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,1,3,2,2,2,2
440003,SUMNER REGIONAL MEDICAL CENTER,37066,SUMNER,Acute Care Hospitals,Proprietary,1,2,1,2,1,1,2,3,2
440006,TRISTAR SKYLINE MEDICAL CENTER,37207,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,3,1,1,3,2,2
440009,CUMBERLAND MEDICAL CENTER,38555,CUMBERLAND,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,1,2,3,1
440011,BLOUNT MEMORIAL HOSPITAL,37804,BLOUNT,Acute Care Hospitals,Government - Local,1,2,2,2,1,1,2,3,3
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,37620,SULLIVAN,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,3,1,3,2,2,2
440015,THE UNIVERSITY OF TN MEDICAL CENTER,37920,KNOX,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,1,3,3,1,3
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,37662,SULLIVAN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,3,1,1,2
440018,SYCAMORE SHOALS HOSPITAL,37643,CARTER,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,3,2
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,38478,GILES,Acute Care Hospitals,Proprietary,1,4,2,2,2,2,2,3,2
440025,"LAUGHLIN MEMORIAL HOSPITAL, INC",37745,GREENE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,2,3,2
440029,WILLIAMSON MEDICAL CENTER,37067,WILLIAMSON,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,3,3,2,3,2
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,37814,HAMBLEN,Acute Care Hospitals,Government - Local,1,2,1,2,1,1,1,2,2
440031,ROANE MEDICAL CENTER,37748,ROANE,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,3,2,1,2,2,2
440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,37766,CAMPBELL,Acute Care Hospitals,Voluntary non-profit - Church,1,2,1,2,2,1,2,2,2
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,37830,ANDERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,1,3,2,2,2
440035,TENNOVA HEALTHCARE-CLARKSVILLE,37040,MONTGOMERY,Acute Care Hospitals,Government - Hospital District or Authority,1,2,1,1,2,1,2,1,2
440039,VANDERBILT UNIVERSITY HOSPITAL,37232,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,3,2,1,3
